Current Variant ID,New Product ID,New Variant ID
41651352764487,7186452250695,41499165982791
41249868480583,7186452250695,41499165982791
41361596940359,6964479459399,40706605514823
40721697734727,6964479459399,40706605514823
40721704353863,6964479459399,40706605514823
40347976499271,6964479459399,40706605514823
41361610637383,6972070232135,40721716314183
41361612341319,6972070232135,40721716314183
45484783141027,8337657856163,44368976019619
